,Буллиты,Дата,Команда_1,Команда_2,Номер,Овертайм,Период_1,Период_2,Период_3
693,:,2018-01-18,Динамо Р,Амур,695,:,1:2,0:0,2:2
694,:,2018-01-19,Салават Юлаев,ЦСКА,696,:,1:0,1:0,0:1
695,:,2018-01-19,Ак Барс,Слован,697,:,1:1,0:2,1:1
696,:,2018-01-19,Нефтехимик,Витязь,698,:,1:1,2:0,0:0
697,:,2018-01-19,ХК Сочи,Йокерит,699,:,0:1,1:0,1:0
698,:,2018-01-20,Трактор,Югра,700,:,0:1,1:0,1:0
699,:,2018-01-20,Металлург Мг,Авангард,701,:,2:2,0:1,1:3
700,:,2018-01-20,Локомотив,Куньлунь РС,702,:,1:0,0:0,1:0
701,:,2018-01-20,Торпедо,Северсталь,703,:,0:1,2:0,3:2
702,:,2018-01-20,СКА,Амур,704,:,1:0,2:0,2:0
703,:,2018-01-20,ХК Динамо М,Адмирал,705,:,1:0,2:0,1:0
704,:,2018-01-20,Динамо Р,Динамо Мн,706,:,1:0,1:2,0:1
705,:,2018-01-21,Сибирь,Автомобилист,707,:,2:0,1:0,0:0
706,:,2018-01-21,Барыс,Лада,708,:,1:0,1:1,2:2
707,:,2018-01-21,Салават Юлаев,Слован,709,:,1:1,3:0,1:2
708,:,2018-01-21,Ак Барс,Витязь,710,:,0:0,0:1,0:1
709,:,2018-01-21,Нефтехимик,Йокерит,711,:,0:2,1:0,2:0
710,:,2018-01-21,ХК Сочи,ЦСКА,712,:,0:1,1:2,0:0
711,:,2018-01-22,Трактор,Авангард,713,:,0:0,3:1,0:0
712,:,2018-01-22,Металлург Мг,Куньлунь РС,714,:,0:0,1:1,3:0
713,:,2018-01-22,Локомотив,Амур,715,:,0:0,3:0,0:0
714,:,2018-01-22,Динамо Мн,Адмирал,716,:,0:0,2:1,0:2
715,:,2018-01-22,СКА,ХК Динамо М,717,0:1,1:1,1:1,0:0
716,:,2018-01-22,Спартак,Северсталь,718,0:1,1:0,2:2,0:1
717,:,2018-01-22,Динамо Р,Югра,719,0:1,1:0,0:0,0:1
718,:,2018-01-23,Сибирь,Лада,720,:,0:0,0:0,2:0
719,0:1,2018-01-23,Барыс,Автомобилист,721,0:0,1:0,0:1,1:1
720,0:1,2018-01-23,Салават Юлаев,Йокерит,722,0:0,2:1,1:2,1:1
721,:,2018-01-23,Ак Барс,ЦСКА,723,:,2:2,2:2,2:0
722,:,2018-01-23,Нефтехимик,Слован,724,:,1:0,3:0,1:1
723,:,2018-01-23,ХК Сочи,Витязь,725,:,0:1,0:1,1:0
724,:,2018-01-24,Спартак,Динамо Р,726,:,1:1,3:1,1:0
725,:,2018-01-25,Куньлунь РС,Амур,727,:,1:2,0:1,0:0
726,:,2018-01-25,Динамо Мн,Слован,728,:,0:1,1:0,2:1
727,:,2018-01-26,Йокерит,Динамо Р,729,:,0:0,1:1,1:3
728,:,2018-01-27,Куньлунь РС,Амур,544,:,2:0,0:2,0:2
729,:,2018-01-28,Динамо Р,Йокерит,730,:,0:1,0:0,1:1
730,:,2018-01-28,Куньлунь РС,Барыс,732,:,0:0,0:2,0:2
731,:,2018-02-27,Салават Юлаев,ХК Сочи,568,:,1:0,1:1,1:0
732,:,2018-02-27,Амур,Адмирал,731,:,3:1,0:1,2:1
733,0:1,2018-02-27,Авангард,Сибирь,733,0:0,0:0,1:1,0:0
734,:,2018-02-27,Автомобилист,Трактор,734,:,0:1,0:0,1:2
735,:,2018-02-27,Металлург Мг,Югра,735,:,0:0,3:0,1:0
736,:,2018-02-27,Ак Барс,Торпедо,736,:,1:0,3:2,1:0
737,:,2018-02-27,Нефтехимик,Лада,737,:,0:2,0:0,0:2
738,:,2018-02-27,Витязь,Слован,738,:,0:2,3:0,2:1
739,:,2018-02-27,Динамо Мн,Динамо Р,739,:,2:2,2:0,1:1
740,:,2018-02-27,Йокерит,СКА,740,:,1:2,2:0,2:1
741,:,2018-02-27,Спартак,Локомотив,741,:,0:0,0:1,0:1
742,:,2018-02-27,ЦСКА,Северсталь,743,:,1:0,0:2,0:2
743,1:0,2018-03-01,Адмирал,Амур,744,0:0,1:0,0:1,0:0
744,:,2018-03-01,Сибирь,Трактор,745,:,0:2,1:0,0:2
745,:,2018-03-01,Барыс,Авангард,746,:,3:1,0:2,0:1
746,:,2018-03-01,Салават Юлаев,Ак Барс,747,:,2:0,1:2,1:0
747,:,2018-03-01,Югра,Автомобилист,748,:,0:0,0:2,0:1
748,:,2018-03-01,Металлург Мг,Нефтехимик,749,:,0:1,1:1,2:0
749,:,2018-03-01,Лада,ХК Сочи,750,:,1:2,1:1,0:0
750,:,2018-03-01,Локомотив,ЦСКА,751,:,1:1,1:2,0:2
751,:,2018-03-01,Торпедо,Витязь,752,1:0,0:0,0:0,1:1
752,1:0,2018-03-01,СКА,Северсталь,753,0:0,0:0,0:0,0:0
753,:,2018-03-01,Спартак,ХК Динамо М,754,:,1:0,1:2,2:1
754,:,2018-03-01,Динамо Р,Йокерит,755,:,0:1,1:0,2:0
755,:,2018-03-01,Слован,Динамо Мн,756,:,2:1,1:0,1:1
