,Буллиты,Дата,Команда_1,Команда_2,Номер,Овертайм,Период_1,Период_2,Период_3
688,:,2014-01-27,Донбасс,Локомотив,686,:,1:0,1:0,1:0
689,:,2014-01-27,Динамо Мн,СКА,687,:,0:0,2:1,0:2
690,0:1,2014-01-27,Медвешчак,Северсталь,688,0:0,0:0,0:0,1:1
691,:,2014-01-28,Барыс,Югра,690,:,1:1,3:1,0:1
692,0:1,2014-01-28,Торпедо НН,Динамо Р,692,0:0,0:0,0:0,0:0
693,0:1,2014-01-28,Витязь,Лев Пр,693,0:0,2:3,1:0,0:0
694,:,2014-01-28,ОХК Динамо М,Слован,694,:,1:0,0:1,1:2
695,0:1,2014-01-29,Адмирал,Трактор,695,0:0,1:2,1:0,1:1
696,:,2014-01-29,Амур,Металлург Мг,696,:,0:3,1:1,0:2
697,:,2014-01-29,Металлург Нк,Салават Юлаев,697,:,1:0,1:0,1:1
698,:,2014-01-29,Сибирь,Нефтехимик,698,:,2:0,1:0,1:0
699,:,2014-01-29,Спартак,Северсталь,699,:,0:2,0:4,0:1
700,1:0,2014-01-29,Донбасс,Атлант,700,0:0,0:0,2:1,0:1
701,:,2014-01-29,Динамо Мн,Локомотив,701,:,0:0,2:0,1:1
702,:,2014-02-26,Ак Барс,Нефтехимик,9,:,3:2,2:0,2:1
703,:,2014-02-26,Трактор,ОХК Динамо М,703,:,0:0,2:2,1:3
704,:,2014-02-26,Металлург Мг,Витязь,704,:,0:0,0:2,0:0
705,:,2014-02-26,Салават Юлаев,Торпедо НН,705,1:0,0:1,1:0,0:0
706,:,2014-02-26,Локомотив,Автомобилист,707,:,0:1,3:1,2:1
707,:,2014-02-26,Северсталь,Югра,708,:,1:0,1:1,2:0
708,:,2014-02-26,Атлант,Барыс,709,:,3:0,0:1,2:0
709,:,2014-02-26,СКА,Авангард,710,0:1,0:2,1:1,3:1
710,:,2014-02-26,ЦСКА,Спартак,711,:,0:0,1:1,1:0
711,:,2014-02-26,Динамо Р,Медвешчак,712,:,0:1,2:0,3:0
712,1:0,2014-02-26,Слован,Динамо Мн,713,0:0,1:1,1:1,1:1
713,:,2014-02-26,Лев Пр,Донбасс,714,:,3:1,1:0,0:0
714,:,2014-02-27,Адмирал,Металлург Нк,715,:,0:1,3:0,0:0
715,0:1,2014-02-27,Амур,Сибирь,716,0:0,0:1,1:0,0:0
716,:,2014-02-28,Трактор,Витязь,717,:,1:1,1:0,1:1
717,1:0,2014-02-28,Металлург Мг,ОХК Динамо М,718,0:0,0:0,0:0,0:0
718,:,2014-02-28,Салават Юлаев,Ак Барс,719,:,0:0,0:0,1:0
719,:,2014-02-28,Нефтехимик,Торпедо НН,720,:,2:2,0:0,1:3
720,:,2014-02-28,Локомотив,Югра,721,:,3:0,3:1,0:1
721,:,2014-02-28,Северсталь,Автомобилист,722,:,1:0,0:0,1:1
722,:,2014-02-28,Атлант,Авангард,723,:,1:0,0:0,1:0
723,:,2014-02-28,СКА,Барыс,724,:,0:0,2:2,1:0
724,:,2014-02-28,ЦСКА,Медвешчак,725,:,1:0,0:2,0:1
725,:,2014-02-28,Динамо Р,Спартак,726,:,0:0,2:0,1:2
726,:,2014-02-28,Слован,Донбасс,727,:,0:1,1:0,0:1
727,:,2014-02-28,Лев Пр,Динамо Мн,728,:,1:1,0:0,2:0
728,:,2014-03-01,Адмирал,Сибирь,729,:,0:1,2:0,1:0
729,:,2014-03-01,Амур,Металлург Нк,730,:,0:2,1:2,1:3
730,:,2014-03-02,Трактор,Торпедо НН,731,:,0:0,0:0,0:1
731,:,2014-03-02,Металлург Мг,Ак Барс,732,:,1:0,0:0,0:0
732,:,2014-03-02,Салават Юлаев,ОХК Динамо М,733,:,1:1,0:1,0:1
733,:,2014-03-02,Нефтехимик,Витязь,734,:,1:1,0:0,4:0
734,:,2014-03-02,Атлант,Югра,735,:,1:1,2:0,2:0
735,:,2014-03-02,Локомотив,Авангард,736,:,0:1,1:0,3:0
736,:,2014-03-02,Северсталь,Барыс,737,:,0:0,1:0,1:1
737,:,2014-03-02,СКА,Автомобилист,738,:,1:0,2:0,1:0
738,1:0,2014-03-02,ЦСКА,Донбасс,739,0:0,1:0,0:1,0:0
739,:,2014-03-02,Динамо Мн,Динамо Р,740,:,1:1,2:0,2:1
740,:,2014-03-02,Слован,Спартак,741,:,0:0,0:1,0:2
741,:,2014-03-02,Лев Пр,Медвешчак,742,1:0,1:1,0:0,0:0
742,:,2014-03-04,Адмирал,Амур,743,:,0:0,3:1,1:0
743,:,2014-03-04,Сибирь,Металлург Нк,744,:,3:1,3:1,0:3
744,0:1,2014-03-04,Трактор,Ак Барс,745,0:0,0:1,2:1,0:0
745,:,2014-03-04,Металлург Мг,Торпедо НН,746,:,1:1,3:0,0:1
746,:,2014-03-04,Салават Юлаев,Витязь,747,:,2:0,1:2,0:0
747,:,2014-03-04,Нефтехимик,ОХК Динамо М,748,:,1:1,1:2,0:1
748,:,2014-03-04,Локомотив,Барыс,749,:,3:0,0:1,1:0
749,:,2014-03-04,Северсталь,Авангард,750,:,0:2,1:0,0:0
750,:,2014-03-04,Атлант,Автомобилист,751,:,1:3,0:0,1:0
751,:,2014-03-04,СКА,Югра,752,:,1:1,0:1,0:0
752,:,2014-03-04,ЦСКА,Динамо Мн,753,:,1:0,0:0,2:0
753,:,2014-03-04,Динамо Р,Донбасс,754,:,0:1,0:0,0:0
754,:,2014-03-04,Слован,Медвешчак,755,:,1:0,1:2,0:1
755,0:1,2014-03-04,Лев Пр,Спартак,756,0:0,1:1,0:0,1:1
