,Буллиты,Дата,Команда_1,Команда_2,Номер,Овертайм,Период_1,Период_2,Период_3
343,:,2016-10-24,Куньлунь РС,Локомотив,345,:,0:1,1:0,2:0
344,:,2016-10-24,Спартак,Торпедо НН,347,:,1:0,1:0,1:0
345,:,2016-10-25,Адмирал,Амур,348,:,0:1,0:0,2:0
346,:,2016-10-25,Лада,Югра,349,:,0:2,3:0,1:1
347,:,2016-10-25,Нефтехимик,Автомобилист,350,:,1:2,1:3,0:0
348,:,2016-10-25,ЦСКА,Медвешчак,351,:,0:0,0:0,3:1
349,:,2016-10-25,СКА,Слован,352,:,1:1,5:0,0:0
350,:,2016-10-25,Ак Барс,Барыс,353,:,2:0,0:1,0:0
351,:,2016-10-26,Трактор,Сибирь,354,:,2:0,0:2,1:0
352,:,2016-10-26,Металлург Мг,Металлург Нк,355,:,1:0,2:1,0:1
353,:,2016-10-26,Салават Юлаев,Авангард,356,:,0:2,0:1,2:0
354,1:0,2016-10-26,ОХК Динамо М,Динамо Р,357,0:0,0:1,1:0,0:0
355,:,2016-10-26,ХК Сочи,Торпедо НН,358,:,0:2,0:0,1:0
356,:,2016-10-26,Витязь,Йокерит,359,:,0:0,0:1,1:1
357,:,2016-10-27,Куньлунь РС,Амур,360,:,1:0,0:0,0:0
358,:,2016-10-27,Лада,Автомобилист,361,:,1:1,1:0,0:0
359,:,2016-10-27,Нефтехимик,Барыс,362,:,0:2,0:1,0:0
360,:,2016-10-27,Локомотив,Динамо Мн,363,:,2:1,0:1,4:1
361,:,2016-10-27,ЦСКА,Слован,364,:,1:1,1:0,2:1
362,:,2016-10-27,СКА,Медвешчак,365,:,1:0,2:0,3:0
363,:,2016-10-27,Ак Барс,Югра,366,:,3:0,1:0,0:1
364,:,2016-10-28,Трактор,Авангард,367,:,0:0,1:1,2:0
365,:,2016-10-28,Металлург Мг,Сибирь,368,:,3:0,0:2,0:0
366,:,2016-10-28,Салават Юлаев,Металлург Нк,369,:,1:0,2:2,1:1
367,:,2016-10-28,Витязь,Динамо Р,370,:,1:0,2:1,0:1
368,:,2016-10-28,ОХК Динамо М,Йокерит,371,:,0:0,1:0,2:0
369,:,2016-10-29,Адмирал,Куньлунь РС,372,:,0:0,1:1,2:0
370,:,2016-10-29,Лада,Барыс,373,0:1,0:1,2:1,0:0
371,:,2016-10-29,Нефтехимик,Югра,374,:,1:1,0:0,1:0
372,:,2016-10-29,Северсталь,Слован,375,:,0:1,0:1,1:1
373,:,2016-10-29,Локомотив,Йокерит,376,:,1:0,0:1,3:0
374,:,2016-10-29,Спартак,ХК Сочи,377,:,0:3,0:1,2:1
375,:,2016-10-29,Ак Барс,Автомобилист,378,:,1:0,2:0,2:0
376,:,2016-10-30,Салават Юлаев,Сибирь,346,:,2:0,3:0,1:0
377,:,2016-10-30,Трактор,Металлург Нк,379,:,2:0,0:0,0:0
378,:,2016-10-30,Витязь,Динамо Мн,380,:,2:2,3:1,4:3
379,:,2016-10-31,Адмирал,Куньлунь РС,381,:,1:3,0:0,1:0
380,:,2016-10-31,Северсталь,Медвешчак,382,:,2:0,3:0,2:3
381,:,2016-11-01,Динамо Р,Динамо Мн,383,:,0:1,2:0,2:2
382,:,2016-11-07,Барыс,Медвешчак,384,:,0:0,1:0,1:0
383,:,2016-11-08,Сибирь,Спартак,385,:,0:1,0:0,0:1
384,1:0,2016-11-08,Металлург Нк,ХК Сочи,386,0:0,0:0,0:0,0:0
385,:,2016-11-08,Авангард,Торпедо НН,387,:,1:0,0:0,1:1
386,1:0,2016-11-08,Металлург Мг,Нефтехимик,388,0:0,1:0,0:1,0:0
387,:,2016-11-08,Салават Юлаев,Лада,389,:,0:0,2:2,2:0
388,:,2016-11-08,Автомобилист,Слован,390,:,1:1,0:2,0:1
389,0:1,2016-11-08,Трактор,Ак Барс,391,0:0,0:0,1:2,1:0
390,:,2016-11-08,Динамо Мн,Адмирал,392,:,0:1,0:0,0:2
391,1:0,2016-11-08,Йокерит,Амур,393,0:0,2:1,0:0,0:1
392,:,2016-11-08,Динамо Р,Куньлунь РС,394,:,1:0,0:3,1:2
393,:,2016-11-09,Югра,Медвешчак,395,:,1:1,0:0,2:0
394,:,2016-11-09,ОХК Динамо М,СКА,396,:,1:1,1:0,0:2
395,:,2016-11-09,Локомотив,Северсталь,397,:,0:1,1:0,0:3
396,1:0,2016-11-09,Витязь,ЦСКА,398,0:0,0:2,0:0,2:0
397,:,2016-11-10,Сибирь,Торпедо НН,399,:,0:0,1:1,0:3
398,:,2016-11-10,Металлург Нк,Спартак,400,:,0:0,0:2,0:1
399,0:1,2016-11-10,Трактор,Лада,401,0:0,0:1,1:0,0:0
400,:,2016-11-10,Авангард,ХК Сочи,402,:,1:0,1:0,2:0
401,0:1,2016-11-10,Металлург Мг,Ак Барс,403,0:0,1:1,1:1,0:0
402,:,2016-11-10,Салават Юлаев,Нефтехимик,404,:,1:0,2:1,1:0
403,:,2016-11-10,Барыс,Слован,405,:,2:0,1:1,2:0
404,:,2016-11-10,Динамо Мн,Куньлунь РС,406,:,2:0,0:1,1:3
405,:,2016-11-10,Йокерит,Адмирал,407,:,0:0,1:1,1:0
406,:,2016-11-10,Динамо Р,Амур,408,:,2:1,0:0,1:1
407,:,2016-11-11,Автомобилист,Медвешчак,409,:,0:0,1:0,2:2
408,:,2016-11-11,Локомотив,ЦСКА,410,:,1:1,0:0,2:0
409,:,2016-11-11,Витязь,СКА,411,:,0:1,0:2,0:1
410,:,2016-11-11,ОХК Динамо М,Северсталь,412,1:0,0:1,1:0,0:0
411,:,2016-11-12,Сибирь,ХК Сочи,413,:,1:0,1:0,1:1
412,:,2016-11-12,Металлург Нк,Торпедо НН,414,:,0:1,0:0,2:3
413,:,2016-11-12,Трактор,Нефтехимик,415,:,1:0,2:0,3:0
414,:,2016-11-12,Авангард,Спартак,416,:,1:0,1:2,1:0
415,:,2016-11-12,Металлург Мг,Лада,417,:,1:1,3:2,1:0
416,:,2016-11-12,Салават Юлаев,Ак Барс,418,:,1:0,1:2,2:0
417,:,2016-11-12,Югра,Слован,419,:,0:0,1:0,1:1
418,:,2016-11-12,Динамо Мн,Амур,420,:,2:0,1:0,0:0
419,:,2016-11-12,Йокерит,Куньлунь РС,421,:,1:0,0:1,2:1
420,:,2016-11-12,Динамо Р,Адмирал,422,:,2:0,1:2,0:0
421,:,2016-11-13,Барыс,Автомобилист,423,:,1:0,2:0,1:0
422,:,2016-11-13,Локомотив,СКА,424,:,0:3,0:2,1:2
423,:,2016-11-13,Витязь,Северсталь,425,:,1:0,0:0,3:0
424,0:1,2016-11-13,ОХК Динамо М,ЦСКА,426,0:0,2:3,1:0,1:1
425,:,2016-11-14,Торпедо НН,Салават Юлаев,427,:,1:0,0:2,1:1
426,:,2016-11-14,Динамо Р,Ак Барс,428,:,1:0,1:0,0:0
427,0:1,2016-11-15,Амур,Сибирь,429,0:0,0:2,1:1,2:0
428,:,2016-11-15,Адмирал,Металлург Нк,430,1:0,1:1,1:0,0:1
429,:,2016-11-15,Куньлунь РС,Авангард,431,:,1:1,0:3,2:0
430,:,2016-11-15,Северсталь,Югра,432,:,1:1,0:0,0:2
431,0:1,2016-11-15,Спартак,Трактор,433,0:0,0:0,1:0,0:1
432,0:1,2016-11-15,Витязь,ОХК Динамо М,434,0:0,3:1,0:0,0:2
433,:,2016-11-15,СКА,Барыс,435,:,5:0,2:0,2:0
434,:,2016-11-15,Слован,Йокерит,436,:,1:0,0:1,1:0
435,:,2016-11-15,ХК Сочи,Металлург Мг,437,:,0:3,0:0,0:2
436,:,2016-11-15,ЦСКА,Автомобилист,438,:,1:0,1:0,0:0
437,:,2016-11-15,Медвешчак,Динамо Мн,439,:,2:1,0:0,2:0
438,:,2016-11-16,Лада,Нефтехимик,440,:,0:2,0:1,2:2
439,:,2016-11-17,Амур,Авангард,441,:,0:0,0:2,0:1
440,:,2016-11-17,Адмирал,Сибирь,442,:,0:0,0:1,0:1
441,:,2016-11-17,Куньлунь РС,Металлург Нк,443,:,1:0,0:0,2:0
442,:,2016-11-17,Северсталь,Барыс,444,0:1,1:1,2:1,0:1
443,:,2016-11-17,ХК Сочи,Трактор,445,:,0:0,2:1,0:0
444,:,2016-11-17,ЦСКА,Югра,446,:,0:0,1:1,2:0
445,:,2016-11-17,Спартак,Салават Юлаев,447,0:1,2:1,0:1,1:1
446,:,2016-11-17,Витязь,Динамо Мн,448,:,0:2,0:0,0:1
447,:,2016-11-17,СКА,Автомобилист,449,:,1:0,0:2,0:0
448,:,2016-11-17,Торпедо НН,Металлург Мг,450,:,1:0,0:0,1:1
449,0:1,2016-11-17,Слован,Динамо Р,451,0:0,1:0,0:1,0:0
450,:,2016-11-17,Медвешчак,Йокерит,452,:,1:2,0:1,1:2
451,:,2016-11-17,Локомотив,ОХК Динамо М,552,:,1:0,0:0,1:0
452,:,2016-11-18,Нефтехимик,Лада,453,:,1:1,3:0,1:1
453,:,2016-11-19,Амур,Металлург Нк,455,:,0:0,1:0,1:0
454,:,2016-11-19,Адмирал,Авангард,456,:,0:0,1:1,0:1
455,:,2016-11-19,Куньлунь РС,Сибирь,457,:,0:1,3:0,0:0
456,:,2016-11-19,Северсталь,Автомобилист,458,:,1:0,0:3,1:1
457,1:0,2016-11-19,ХК Сочи,Салават Юлаев,459,0:0,0:1,1:1,2:1
458,:,2016-11-19,ЦСКА,Барыс,460,:,1:0,1:1,2:1
459,:,2016-11-19,Спартак,Металлург Мг,461,:,0:0,0:4,1:1
460,:,2016-11-19,Торпедо НН,Трактор,462,:,0:0,1:0,3:1
461,:,2016-11-19,Слован,Динамо Мн,463,:,1:1,0:1,0:0
462,:,2016-11-19,Медвешчак,Динамо Р,464,:,1:0,0:0,0:0
463,:,2016-11-20,Витязь,Локомотив,465,:,0:1,1:0,1:0
464,:,2016-11-20,Ак Барс,Лада,466,:,0:0,3:1,2:2
465,:,2016-11-21,Металлург Мг,ОХК Динамо М,467,:,2:0,2:0,1:0
466,:,2016-11-21,СКА,ЦСКА,468,:,2:3,2:0,2:0
467,:,2016-11-22,Сибирь,Ак Барс,469,:,0:0,0:2,1:0
468,:,2016-11-22,Металлург Нк,Нефтехимик,470,:,2:2,0:2,2:1
469,:,2016-11-22,Авангард,Лада,471,:,4:1,1:1,1:1
470,1:0,2016-11-22,Динамо Мн,Йокерит,472,0:0,1:2,0:0,1:0
471,:,2016-11-22,ХК Сочи,Слован,473,:,1:0,1:0,1:0
472,:,2016-11-22,Торпедо НН,Медвешчак,474,:,1:0,1:0,3:0
473,:,2016-11-23,Трактор,ОХК Динамо М,475,0:1,0:0,1:1,0:0
474,:,2016-11-23,Металлург Мг,Локомотив,476,:,0:1,2:0,0:0
475,:,2016-11-23,Салават Юлаев,Витязь,477,:,1:0,0:0,0:2
476,0:1,2016-11-23,Автомобилист,Амур,478,0:0,0:0,0:0,1:1
477,:,2016-11-23,Барыс,Куньлунь РС,479,:,2:0,0:1,2:0
478,:,2016-11-23,Югра,Адмирал,480,:,0:0,0:0,0:1
479,:,2016-11-24,Сибирь,Лада,481,:,1:0,1:0,1:1
480,:,2016-11-24,Металлург Нк,Ак Барс,482,:,0:0,0:1,0:1
481,:,2016-11-24,Авангард,Нефтехимик,483,:,0:3,0:0,1:0
482,0:1,2016-11-24,Йокерит,СКА,484,0:0,0:1,0:0,2:1
483,:,2016-11-24,Спартак,Медвешчак,485,:,0:0,0:1,0:0
484,:,2016-11-24,Торпедо НН,Слован,486,:,0:0,0:1,1:3
485,:,2016-11-24,Динамо Р,Динамо Мн,487,:,0:3,0:1,1:0
486,:,2016-11-25,Трактор,Локомотив,488,:,1:0,1:0,1:1
487,:,2016-11-25,Металлург Мг,Витязь,489,:,1:1,1:2,3:1
488,:,2016-11-25,Салават Юлаев,ОХК Динамо М,490,:,0:1,1:0,1:0
489,:,2016-11-25,Барыс,Адмирал,491,:,1:1,0:3,0:0
490,:,2016-11-25,Югра,Амур,492,:,0:0,1:1,0:1
491,:,2016-11-25,Северсталь,ЦСКА,493,:,0:0,0:1,0:1
492,:,2016-11-26,Сибирь,Нефтехимик,494,:,1:1,0:2,1:3
493,:,2016-11-26,Металлург Нк,Лада,495,:,0:0,3:1,0:1
494,:,2016-11-26,Авангард,Ак Барс,496,0:1,1:0,1:2,0:0
495,:,2016-11-26,Автомобилист,Куньлунь РС,497,:,0:0,2:0,2:3
496,:,2016-11-26,Спартак,Слован,498,:,0:1,1:0,3:1
497,:,2016-11-26,Торпедо НН,Динамо Мн,499,:,0:3,0:0,1:1
498,:,2016-11-26,ХК Сочи,Медвешчак,500,:,0:0,0:0,0:1
499,:,2016-11-26,Динамо Р,Йокерит,501,:,0:0,0:1,1:1
500,:,2016-11-27,Барыс,Амур,502,1:0,1:0,0:0,0:1
501,:,2016-11-27,Трактор,Витязь,503,:,0:0,3:2,0:0
502,:,2016-11-27,Салават Юлаев,Локомотив,504,:,0:0,1:2,0:0
503,:,2016-11-27,Северсталь,СКА,505,:,1:3,1:0,1:1
504,1:0,2016-11-28,Автомобилист,Адмирал,506,0:0,0:1,2:0,0:1
505,:,2016-11-28,Югра,Куньлунь РС,507,:,0:1,0:1,2:2
506,0:1,2016-11-28,ЦСКА,ОХК Динамо М,508,0:0,0:0,1:1,1:1
507,:,2016-11-28,Медвешчак,Сибирь,509,:,0:1,0:0,0:1
508,:,2016-11-29,Лада,ХК Сочи,510,:,2:0,1:2,1:0
509,:,2016-11-29,Нефтехимик,Спартак,511,:,2:1,0:0,1:3
510,:,2016-11-29,Ак Барс,Торпедо НН,512,:,1:0,4:0,0:0
511,:,2016-11-29,Динамо Мн,Трактор,513,:,0:1,0:1,0:0
512,:,2016-11-29,Йокерит,Металлург Мг,514,:,0:1,0:0,3:1
513,:,2016-11-30,Локомотив,Югра,515,:,0:0,0:0,1:0
514,:,2016-11-30,Витязь,Автомобилист,516,:,2:1,1:1,0:0
515,:,2016-11-30,Слован,Сибирь,517,:,0:2,1:2,1:1
516,:,2016-11-30,ОХК Динамо М,Барыс,518,:,0:0,0:0,3:0
517,:,2016-11-30,Динамо Р,Салават Юлаев,519,:,0:1,0:1,0:1
518,:,2016-11-30,Медвешчак,Металлург Нк,520,:,0:1,0:1,2:1
519,:,2016-12-01,Амур,ЦСКА,521,:,1:0,0:1,0:1
520,:,2016-12-01,Адмирал,Северсталь,522,:,0:0,2:1,0:0
521,:,2016-12-01,Куньлунь РС,СКА,523,:,1:1,1:2,1:2
522,:,2016-12-01,Лада,Спартак,524,:,0:0,3:0,0:1
523,:,2016-12-01,Нефтехимик,Торпедо НН,525,1:0,3:3,0:2,2:0
524,:,2016-12-01,Йокерит,Трактор,526,1:0,0:1,0:0,1:0
525,:,2016-12-01,Ак Барс,ХК Сочи,527,:,1:1,0:1,0:1
526,:,2016-12-01,Медвешчак,Авангард,528,:,0:3,1:0,0:1
527,:,2016-12-02,Локомотив,Автомобилист,529,:,1:1,1:1,3:1
528,:,2016-12-02,Витязь,Барыс,530,:,1:0,0:1,3:1
529,0:1,2016-12-02,Динамо Мн,Салават Юлаев,531,0:0,0:1,0:0,2:1
530,0:1,2016-12-02,Слован,Металлург Нк,532,0:0,1:2,1:1,2:1
531,:,2016-12-02,ОХК Динамо М,Югра,533,:,1:0,2:0,3:0
532,1:0,2016-12-02,Динамо Р,Металлург Мг,534,0:0,1:0,2:2,0:1
533,:,2016-12-03,Амур,СКА,535,:,0:0,1:1,0:1
534,:,2016-12-03,Адмирал,ЦСКА,536,:,1:0,0:1,1:2
535,:,2016-12-03,Куньлунь РС,Северсталь,537,:,1:0,0:0,1:0
536,0:1,2016-12-03,Лада,Торпедо НН,538,0:0,0:0,1:1,0:0
537,:,2016-12-03,Нефтехимик,ХК Сочи,539,:,2:0,1:1,2:0
538,:,2016-12-03,Слован,Авангард,540,:,1:1,1:1,1:3
539,:,2016-12-03,Ак Барс,Спартак,541,:,1:1,2:0,0:1
540,1:0,2016-12-04,Йокерит,Салават Юлаев,542,0:0,1:0,0:1,0:0
541,:,2016-12-04,Локомотив,Барыс,543,:,4:0,1:1,2:0
542,:,2016-12-04,Витязь,Югра,544,:,0:1,1:0,1:2
543,:,2016-12-04,Динамо Мн,Металлург Мг,545,:,0:2,2:1,0:1
544,:,2016-12-04,ОХК Динамо М,Автомобилист,546,:,2:0,2:0,0:1
545,:,2016-12-04,Динамо Р,Трактор,547,:,0:1,0:2,2:1
546,:,2016-12-05,Амур,Северсталь,548,:,1:0,0:0,3:2
547,:,2016-12-05,Адмирал,СКА,549,:,0:1,0:1,1:2
548,:,2016-12-05,Куньлунь РС,ЦСКА,550,:,0:0,0:2,0:0
549,:,2016-12-05,Сибирь,Металлург Нк,551,:,0:0,0:1,1:1
550,:,2016-12-06,Спартак,Ак Барс,553,:,0:0,0:0,1:0
551,:,2016-12-06,Торпедо НН,Нефтехимик,554,:,1:0,3:0,0:2
552,:,2016-12-06,Динамо Мн,Слован,555,:,0:0,1:0,3:1
553,:,2016-12-06,Йокерит,Медвешчак,556,1:0,1:1,2:1,0:1
554,:,2016-12-06,ХК Сочи,Лада,557,:,1:0,0:0,1:1
555,:,2016-12-07,Сибирь,Авангард,558,:,0:1,0:1,1:1
556,:,2016-12-07,Автомобилист,Барыс,559,:,0:2,2:2,1:0
557,:,2016-12-08,Трактор,Амур,560,:,1:0,1:0,1:1
558,:,2016-12-08,Металлург Мг,Адмирал,561,:,1:1,1:2,3:0
559,0:1,2016-12-08,Салават Юлаев,Куньлунь РС,562,0:0,2:2,1:2,1:0
560,:,2016-12-08,Северсталь,Локомотив,563,:,0:0,1:1,2:1
561,:,2016-12-08,Йокерит,Слован,564,:,0:1,1:2,0:0
562,:,2016-12-08,ХК Сочи,Ак Барс,565,:,1:1,0:1,0:0
563,:,2016-12-08,ЦСКА,Витязь,566,:,2:0,1:1,2:1
564,:,2016-12-08,Спартак,Нефтехимик,567,:,1:0,0:0,2:1
565,1:0,2016-12-08,СКА,ОХК Динамо М,568,0:0,1:0,0:0,0:1
566,1:0,2016-12-08,Торпедо НН,Лада,569,0:0,1:0,0:0,0:1
567,:,2016-12-08,Динамо Р,Медвешчак,570,:,0:1,0:1,0:2
568,0:1,2016-12-09,Металлург Нк,Авангард,571,0:0,0:0,2:2,0:0
569,:,2016-12-09,Югра,Барыс,572,:,0:1,1:0,1:3
570,:,2016-12-10,ОХК Динамо М,Локомотив,454,:,0:0,2:2,4:1
571,:,2016-12-10,Трактор,Адмирал,573,:,1:0,2:1,1:0
572,:,2016-12-10,Металлург Мг,Куньлунь РС,574,:,2:1,0:1,2:0
573,:,2016-12-10,Салават Юлаев,Амур,575,1:0,0:1,1:1,2:1
574,:,2016-12-10,Северсталь,Витязь,576,0:1,0:0,1:1,2:2
575,:,2016-12-10,ХК Сочи,Нефтехимик,577,:,0:2,0:1,0:2
576,:,2016-12-10,Спартак,Лада,578,0:1,2:0,0:2,0:0
577,:,2016-12-10,Торпедо НН,Ак Барс,579,:,1:0,0:0,1:0
578,:,2016-12-10,Динамо Р,Слован,580,:,1:0,0:0,2:2
579,:,2016-12-11,Югра,Автомобилист,581,:,0:1,0:0,0:0
580,:,2016-12-11,Динамо Мн,Медвешчак,582,:,1:1,4:1,1:0
581,:,2016-12-12,Куньлунь РС,Барыс,583,:,1:0,2:0,2:1
582,:,2016-12-13,Нефтехимик,Ак Барс,595,:,0:0,1:2,0:0
583,:,2016-12-15,Амур,Автомобилист,584,:,0:1,0:4,2:0
584,:,2016-12-17,Адмирал,Нефтехимик,138,:,3:1,2:3,2:1
585,:,2016-12-17,Куньлунь РС,Автомобилист,585,1:0,1:0,0:1,2:2
586,:,2016-12-19,Амур,Барыс,586,:,0:0,1:0,0:2
587,:,2016-12-19,Адмирал,Автомобилист,587,:,0:0,1:1,0:2
588,1:0,2016-12-19,Куньлунь РС,Югра,588,0:0,1:2,0:0,1:0
589,:,2016-12-19,Сибирь,Динамо Р,589,:,1:0,1:0,0:1
590,:,2016-12-19,Металлург Нк,Динамо Мн,590,:,0:1,0:0,0:1
591,:,2016-12-19,Авангард,Йокерит,591,1:0,0:0,0:0,1:1
592,:,2016-12-19,Медвешчак,Трактор,592,:,1:0,0:0,1:3
593,:,2016-12-20,Лада,ЦСКА,593,:,2:1,0:1,2:3
594,:,2016-12-20,Северсталь,Витязь,594,:,1:1,1:0,2:1
595,:,2016-12-20,Локомотив,ХК Сочи,596,:,2:0,0:0,1:1
596,:,2016-12-20,Слован,Салават Юлаев,597,:,1:0,1:0,2:1
597,:,2016-12-20,ОХК Динамо М,Спартак,598,:,0:0,1:0,2:0
598,:,2016-12-21,Амур,Югра,599,:,0:1,1:2,0:0
599,:,2016-12-21,Адмирал,Барыс,600,:,0:1,0:1,1:2
600,:,2016-12-21,Сибирь,Динамо Мн,601,:,1:0,0:3,0:0
601,:,2016-12-21,Металлург Нк,Йокерит,602,:,1:0,2:0,0:4
602,:,2016-12-21,Авангард,Динамо Р,603,:,3:2,3:0,3:1
603,:,2016-12-21,Слован,Трактор,604,:,0:0,1:0,0:0
604,:,2016-12-21,Медвешчак,Металлург Мг,605,:,2:0,1:2,3:1
605,:,2016-12-22,Нефтехимик,ЦСКА,606,:,0:1,1:2,0:0
606,:,2016-12-22,Спартак,Локомотив,607,:,0:1,2:0,0:0
607,:,2016-12-22,Торпедо НН,ОХК Динамо М,608,0:1,1:1,0:0,0:0
608,:,2016-12-22,ХК Сочи,Витязь,609,:,0:4,1:0,1:1
609,:,2016-12-23,Адмирал,Югра,610,:,0:0,3:0,1:1
610,:,2016-12-23,Сибирь,Йокерит,611,:,0:0,0:0,3:0
611,:,2016-12-23,Металлург Нк,Динамо Р,612,:,0:1,0:5,0:0
612,:,2016-12-23,Авангард,Динамо Мн,613,:,0:1,0:0,0:0
613,:,2016-12-23,Барыс,Трактор,614,:,0:1,0:2,3:1
614,:,2016-12-23,Лада,СКА,615,0:1,1:2,0:0,1:0
615,:,2016-12-23,Слован,Металлург Мг,616,:,1:2,1:1,0:1
616,1:0,2016-12-23,Медвешчак,Салават Юлаев,617,0:0,0:0,2:2,0:0
617,0:1,2016-12-24,Куньлунь РС,Амур,618,0:0,0:0,0:0,0:0
618,:,2016-12-24,Спартак,Витязь,619,:,0:3,1:1,1:1
619,:,2016-12-24,Торпедо НН,Локомотив,620,:,1:1,0:2,0:0
620,:,2016-12-24,ХК Сочи,ОХК Динамо М,621,:,2:1,2:1,1:1
621,:,2016-12-25,Авангард,Трактор,622,:,0:0,2:0,1:1
622,:,2016-12-25,Барыс,Металлург Мг,623,:,4:0,0:2,1:1
623,:,2016-12-25,Лада,Северсталь,624,:,0:3,2:0,1:1
624,:,2016-12-25,Нефтехимик,СКА,625,:,0:1,0:1,0:2
625,:,2016-12-26,Адмирал,Амур,626,:,1:1,0:0,1:2
626,:,2016-12-26,Югра,Сибирь,627,:,0:1,2:0,1:1
627,0:1,2016-12-26,ЦСКА,Локомотив,628,0:0,0:0,1:2,1:0
628,:,2016-12-26,Торпедо НН,Витязь,629,:,0:0,2:2,1:0
629,1:0,2016-12-26,Слован,Спартак,630,0:0,0:0,4:0,0:4
630,:,2016-12-26,Йокерит,Динамо Р,631,:,2:0,1:0,0:0
631,:,2016-12-27,Лада,Салават Юлаев,632,:,4:1,1:0,1:3
632,:,2016-12-27,Нефтехимик,Северсталь,633,:,2:1,1:1,1:1
633,:,2016-12-27,Йокерит,Динамо Р,634,0:1,1:2,1:0,0:0
634,1:0,2016-12-27,Ак Барс,СКА,635,0:0,2:2,0:1,1:0
635,:,2016-12-28,Металлург Нк,Сибирь,636,:,0:0,0:0,0:1
636,:,2016-12-28,Барыс,Авангард,637,:,0:1,0:0,3:0
637,:,2016-12-28,ЦСКА,ОХК Динамо М,638,:,1:1,1:1,3:1
638,:,2016-12-28,ХК Сочи,Спартак,639,:,0:0,1:4,0:0
639,:,2016-12-29,Куньлунь РС,Адмирал,640,:,1:2,0:0,0:2
640,:,2016-12-29,Салават Юлаев,Металлург Мг,641,:,0:2,2:1,1:2
641,:,2016-12-29,СКА,Локомотив,642,:,0:1,0:1,1:0
642,:,2016-12-29,Ак Барс,Северсталь,643,:,0:2,3:0,0:0
643,:,2016-12-29,Витязь,Нефтехимик,728,:,0:0,1:2,1:3
644,1:0,2017-01-03,Сибирь,Локомотив,644,0:0,1:0,1:1,0:1
645,:,2017-01-03,Металлург Нк,Витязь,645,:,0:3,2:1,1:0
646,:,2017-01-03,Авангард,ОХК Динамо М,646,:,0:0,0:2,2:1
647,:,2017-01-03,Лада,Металлург Мг,647,:,1:0,1:2,0:2
648,1:0,2017-01-03,Нефтехимик,Салават Юлаев,648,0:0,0:0,0:0,0:0
649,:,2017-01-03,Ак Барс,Трактор,649,:,2:2,2:1,1:0
650,:,2017-01-03,Динамо Мн,СКА,650,:,1:0,4:1,0:3
651,:,2017-01-03,Слован,Амур,651,:,0:0,2:0,0:0
652,:,2017-01-03,Динамо Р,Северсталь,652,:,3:0,2:0,0:2
653,:,2017-01-03,Медвешчак,Куньлунь РС,653,:,0:0,0:0,1:0
654,:,2017-01-04,Автомобилист,ХК Сочи,654,:,0:2,0:3,1:0
655,:,2017-01-04,Барыс,Спартак,655,:,1:0,1:0,1:0
656,:,2017-01-04,Югра,Торпедо НН,656,:,0:0,0:1,0:1
657,:,2017-01-05,Сибирь,ОХК Динамо М,657,:,1:2,1:2,0:1
658,:,2017-01-05,Металлург Нк,Локомотив,658,:,0:0,0:1,1:1
659,:,2017-01-05,Авангард,Витязь,659,:,0:2,2:0,1:0
660,:,2017-01-05,Лада,Трактор,660,:,0:1,0:1,0:1
661,:,2017-01-05,Нефтехимик,Металлург Мг,661,:,0:0,0:0,0:1
662,:,2017-01-05,Слован,Куньлунь РС,662,0:1,0:0,1:0,0:1
663,:,2017-01-05,Йокерит,СКА,663,:,1:1,1:1,1:0
664,0:1,2017-01-05,Ак Барс,Салават Юлаев,664,0:0,1:0,0:0,0:1
665,0:1,2017-01-05,Динамо Мн,Северсталь,665,0:0,0:0,0:1,1:0
666,:,2017-01-05,Динамо Р,ЦСКА,666,:,0:0,0:0,0:2
667,:,2017-01-05,Медвешчак,Амур,667,:,0:1,0:0,3:0
668,0:1,2017-01-06,Автомобилист,Торпедо НН,668,0:0,0:0,0:1,1:0
669,:,2017-01-06,Барыс,ХК Сочи,669,:,0:1,0:1,0:2
670,:,2017-01-06,Югра,Спартак,670,:,3:1,0:0,2:1
671,:,2017-01-06,Медвешчак,Адмирал,671,:,1:1,0:1,0:2
672,:,2017-01-07,Сибирь,Витязь,672,:,1:2,1:0,1:0
673,:,2017-01-07,Металлург Нк,ОХК Динамо М,673,:,0:0,0:0,0:3
674,:,2017-01-07,Авангард,Локомотив,674,:,2:2,1:0,0:0
675,:,2017-01-07,Лада,Салават Юлаев,675,:,2:1,1:1,1:0
676,:,2017-01-07,Нефтехимик,Трактор,676,:,0:0,1:0,0:0
677,:,2017-01-07,Ак Барс,Металлург Мг,677,:,0:0,0:2,0:0
678,:,2017-01-07,Динамо Мн,ЦСКА,678,:,1:0,0:2,0:1
679,:,2017-01-07,Йокерит,Северсталь,679,:,0:1,1:0,0:3
680,:,2017-01-07,Динамо Р,СКА,680,:,0:0,0:4,1:2
681,:,2017-01-08,Автомобилист,Спартак,681,:,0:1,3:1,1:1
682,:,2017-01-08,Барыс,Торпедо НН,682,:,0:1,0:0,1:2
683,:,2017-01-08,Югра,ХК Сочи,683,:,0:0,1:0,2:1
684,:,2017-01-08,Слован,Адмирал,684,:,1:0,1:2,1:0
685,:,2017-01-09,Куньлунь РС,ОХК Динамо М,685,:,1:1,1:1,1:3
686,0:1,2017-01-09,ЦСКА,СКА,686,0:0,1:1,0:1,1:0
687,0:1,2017-01-09,Йокерит,Лада,687,0:0,1:2,0:1,2:0
